TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,Year
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Don’t know/Not sure,REGION: Rest of mainland,1,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely agree,GENDER: M,50,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly agree,GENDER: M,43,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly disagree,GENDER: M,5,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely disagree,GENDER: M,1,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Don’t know/Not sure,GENDER: M,1,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely agree,GENDER: F,46,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly agree,GENDER: F,46,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly disagree,GENDER: F,6,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely disagree,GENDER: F,1,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Don’t know/Not sure,GENDER: F,1,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely agree,AGE: 18- 34,38,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly agree,AGE: 18- 34,49,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly disagree,AGE: 18- 34,10,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely disagree,AGE: 18- 34,0,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Don’t know/Not sure,AGE: 18- 34,3,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely agree,AGE: 35- 54,55,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly agree,AGE: 35- 54,40,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly disagree,AGE: 35- 54,3,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely disagree,AGE: 35- 54,1,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Don’t know/Not sure,AGE: 35- 54,1,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely agree,AGE: 55+,47,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly agree,AGE: 55+,47,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly disagree,AGE: 55+,4,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely disagree,AGE: 55+,2,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Don’t know/Not sure,AGE: 55+,0,2023
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely agree,NOVA SCOTIA %,42,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly agree,NOVA SCOTIA %,54,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly disagree,NOVA SCOTIA %,3,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely disagree,NOVA SCOTIA %,0,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Don’t know/Not sure,NOVA SCOTIA %,1,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely agree,REGION: Halifax,39,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly agree,REGION: Halifax,56,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Mostly disagree,REGION: Halifax,4,2020
"Please indicate the extent to which you agree or disagree with the following statement? Do you completely agree, mostly agree, mostly disagree, or completely disagree: I am proud of what Nova Scotia offers to visitors.",Completely disagree,REGION: Halifax,1,2020
